,DateTime,Uid,Tweet,Label (Specialist),HashTag
577,2021-05-30 20:43:51,b776332b95da,เธอเราเจ็บปวดกับชีวิตมากเลย,Other,#โรคซึมเศร้า #ซึมเศร้า
578,2021-08-26 14:31:55,c79853a5e6ad,ถ้าฉันตายขอสักครั้งได้ไหมที่เธอจะเห็นฉันในสายตาเพียงคนเดียว,Level 1,#โรคซึมเศร้า
579,2021-05-15 9:58:36,33a724bea56d,ลังเลหรออย่าลังเลสิตัดสินใจแล้วไง,Level 5,"#บอทหาเพื่อน #บอทหาคนคุย 
#บอทใหม่หาทุกอย่าง"
580,2021-05-17 15:50:43,6fa796e565b8,ได้แต่บอกว่าอดทนอีกนิดเดี๋ยวก็ตายแล้วให้ความอดทนค่อยๆหมดลงจนฆ่าตัวเองได้แบบไม่รู้สึกเสียดายอะไร,Level 2,#โรคซึมเศร้า
581,2021-09-03 18:19:10,cf313e3fcfc1,เมื่อไหร่จะตาย,Level 1,#โรคซึมเศร้า
582,2021-05-19 3:36:24,7b805658aca1,ที่บ้านไล่ให้ตาย,Other,#โรคซึมเศร้า
583,2021-05-30 10:37:01,73f3ec51e6b9,อยากรู้จังโลกหลังความตายเป็นยังไง,Level 1,#โรคซึมเศร้า
584,2021-05-30 16:45:15,17ed978c702e,อยากหนีแต่จะหนีไปทางไหนวะที่จะทำให้ทุกๆอย่างแม่งจบอ่ะ,Other,"#ปัญหาครอบครัว 
#โรคซึมเศร้า"
585,2021-05-30 16:38:40,17ed978c702e,เรากลัวการสูญเสียคนๆนึงไปแต่รู้หรือไม่เราไม่กลัวที่ตัวเราจะหายไปเลย,Level 1,"#ปัญหาครอบครัว 
#โรคซึมเศร้า"
586,2021-07-19 19:58:15,37c8cf5aedfc,ต้องตายอย่างเดียวใช่มั้ยถึงจะหยุดความรู้สึกนี้ได้,Level 1,#โรคซึมเศร้า  #ชีวิตเศร้าไมมีความสุข
588,2021-08-04 5:02:03,0b5cb8df2a43,ตอนนี้รู้สึกผิดต่อเธอที่เรายังหายใจอยู่,Other,#โหนกระเเส #ผจกโป๊ะแตก #ซึมเศร้า #เศร้า #ประยุทธออกไป #ออกไปอีสัส
589,2021-07-23 19:26:39,372849cb6b79,สุดท้ายก็ทำร้ายตัวเอง,Level 5,#โรคซึมเศร้า
590,2021-07-05 15:14:58,5fa2baf094bf,เราหมดห่วงแล้วแหละเราตายได้รึยัง,Level 5,#โรคซึมเศร้า
591,2021-07-04 15:16:40,5fa2baf094bf,ทำไมต้องให้ผมเกิดมานะขยะอย่างผมไม่สมควรได้ออกมาลืมตาดูโลกเลย,Other,#โรคซึมเศร้า
592,2021-07-19 12:42:11,5fa2baf094bf,อยากตายว่ะแม่งโลกมันใจร้ายกับกูเกินไป,Level 1,#โรคซึมเศร้า
594,2021-07-18 15:58:11,5fa2baf094bf,อ่าตื่นขึ้นมาจนได้อุตส่าคาดหวังว่ายานั้นจะช่วยให้หลับไปตลอด,Level 5,#โรคซึมเศร้า
595,2021-07-20 9:06:46,5fa2baf094bf,โอเวอร์โดสทรมานมากมั้ย,Level 4,#โรคซึมเศร้า
596,2021-07-20 9:06:25,5fa2baf094bf,ทรมานเหมือนตายแต่สุดท้ายก็ต้องตื่นขึ้นมาใช้ชีวิตต่อช่างเป็นความจริงที่เจ็บปวด,Level 1,#โรคซึมเศร้า
597,2021-07-20 9:06:11,5fa2baf094bf,ต้องกินยาเยอะขนาดไหนคะถึงจะไม่รับรู้อะไรอีก,Level 4,#โรคซึมเศร้า
598,2021-07-29 12:35:32,5fa2baf094bf,ซื้อมากินเหล้าแต่ยังไม่ใช้งานจริงงั้นใส่ยาแทนละกัน,Level 4,#โรคซึมเศร้า
599,2021-08-07 2:48:12,5fa2baf094bf,บางทีก็ไม่ได้อยากตายแต่ก็กลัวการที่จะมีชีวิตอยู่,Other,#โรคซึมเศร้า
600,2021-06-23 13:01:48,530bb3a65794,ยินดีด้วยนะผมกำลังเลือนหายอย่างที่ใจคุณต้องการแล้วน่ะ,Level 1,#โรคซึมเศร้า
601,2021-09-11 15:13:03,afd5e100c40a,เมื่อไหร่จะตายสักที,Level 1,#อยากตาย
602,2021-09-11 15:13:03,afd5e100c40a,ถ้าวันนี้ไม่มีฉันมันจะดีกับเธอมั้ย,Other,#อยากตาย
604,2021-05-23 19:59:26,c3a28d0d95fc,ขอให้คืนนี้เป็นคืนสุดท้ายของชีวิตได้ไหม,Level 5,#โรคซึมเศร้า
605,2021-06-17 1:31:07,c3a28d0d95fc,มีการตายโดยที่ไม่ทำให้ใครเดือดร้อนมั้ยตายโดยไม่ต้องสร้างหรือทิ้งปัญหาไว้ให้ใคร,Level 3,#โรคซึมเศร้า
606,2021-05-31 14:18:42,c3a28d0d95fc,อยากให้วันนี้เป็นวันสุดท้ายของเราจัง,Level 5,#โรคซึมเศร้า
607,2021-05-31 15:55:11,3be6d0223755,อยากลองกรีดแขนดูแต่ก็ยังกลัวเจ็บ,Level 4,#โรคซึมเศร้า
608,2021-04-03 8:59:16,b3adb64849cd,ตายด้วยวิธีไหนดีคะ,Level 3,#โรคซึมเศร้า
609,2021-04-02 16:14:52,b3adb64849cd,ไม่อยากอยู่แล้ววนะเหนื่อยมากเลยยยย,Level 1,#โรคซึมเศร้า
610,2021-09-17 18:26:40,e30134bb5be2,ตายกับเรียนเลือกอะไร,Level 1,#โรคซึมเศร้า  #เหนื่อย #คุยกัน #หาเพื่อนคุย
611,2021-09-18 14:34:52,d773b57a8106,ไม่กล้าฆ่าตัวตายแต่อยากตายด้วยอุบัติเหตุมากกว่าตอนนี้เบื่อตัวเองทั้งเบื่อคนรอบข้าง,Level 1,#โรคซึมเศร้า
612,2021-05-27 17:37:55,6b1f08d64354,เราพยายามแล้วพยายามทำเพื่อให้ตัวเองมีความสุขแต่จริงๆแล้วความสุขของเราคือการตายต่างหาก,Level 1,#โรคซึมเศร้า
613,2021-05-27 17:37:55,6b1f08d64354,ทำไมการตายมันถึงยากเย็นขนาดนี้,Level 5,#โรคซึมเศร้า
614,2021-08-10 16:31:23,6b1f08d64354,หลับแล้วไม่ตื่นขึ้นมาอีกเลยได้มั้ยทำไมโลกใบนี้ถึงใจร้ายกับเรามากขนาดนี้เราทรมานไปหมดแล้ว,Level 1,#โรคซึมเศร้า
615,2021-05-29 17:26:37,6b1f08d64354,ช่วงนี้รู้สึกเบื่อทุกอย่างทุกสิ่งรอบๆตัวเหมือนตอนนี้กำลังสิ้นหวังกับตัวเองหมดแรงที่จะใช้ชีวิตต่อ,Level 1,#โรคซึมเศร้า
616,2021-09-06 13:29:34,6b1f08d64354,อยากจะขอพรจากฟ้าเราอยากมีความสุขเหมือนตอนเด็กอีกสักครั้งหนึ่งก่อนที่เราจะจากไปได้ไหม,Level 2,#โรคซึมเศร้า
617,2021-06-16 16:49:11,3b7874f350d3,อยากเปลี่ยนจากรอยเล็บขูดเป็นคัตเตอร์,Level 5,#โรคซึมเศร้า
618,2021-08-02 19:57:12,3b7874f350d3,ทำไมเราต้องรอวันตายในเมื่อเราเลือกวันตายได้,Level 2,#โรคซึมเศร้า
619,2021-08-31 14:58:48,5352e22aab20,ไม่มีใครเข้าใจฉันเลยสักคนให้ฉันได้ตายจริงๆสักทีเถอะ,Level 1,#โรคซึมเศร้า
620,2021-07-07 12:05:16,3b6079acb07e,ทำไมไม่มีใครเข้าใจเราเลย,Other,#อยากตาย
621,2021-08-28 11:27:45,5f45487203d8,เมื่อไหร่จะเข้าใจคำว่าความสุขสักทีหรือเราต้องตายก่อนถึงจะมีความสุขนะ,Level 1,#โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
622,2021-05-18 6:36:01,c7feadd193fd,มีพรข้อนึงที่ฉันเฝ้าขอทุกคืนนั่นคือให้ฉันหายไปและไม่มีวันพรุ่งนี้,Level 1,#โรคซึมเศร้า
624,2021-04-01 15:59:04,c36a08d7dfad,ตอนนี้ก็มีแค่ตัวเองหายไปเลยได้มั้ยตายไปเลยได้มั้ย,Level 1,#โรคซึมเศร้า
625,2021-08-19 6:59:23,1f1802c8faef,แรงบัลดาลใจในการมีชีวิตของเราถูกทำลายลงทีละช้าๆ,Level 1,#โรคซึมเศร้า
626,2021-08-19 6:58:23,1f1802c8faef,ฉันตื่นมาพร้อมน้ำตากับคำว่าอยากหายไป,Level 1,#โรคซึมเศร้า
627,2021-08-23 11:51:33,1f1802c8faef,อยากหลับไปเลยไม่ต้องตื่น,Level 1,#โรคซึมเศร้า
628,2021-08-22 13:19:16,1f1802c8faef,ชีวิตกูตอนนี้มีความสุขได้รึยังจะต้องรอไปถึงเมื่อไหร่หรือต้องรอให้ตายก่อนเอ่ย,Other,#โรคซึมเศร้า
629,2021-08-24 17:33:19,1f1802c8faef,ใครก็ได้ช่วยฆ่าฉันที,Level 1,#โรคซึมเศร้า
630,2021-09-06 10:41:35,1f1802c8faef,ตอนนี้มันไม่ใช่แค่ซึมเศร้าแล้วอ่ะ,Other,#โรคซึมเศร้า
631,2021-09-09 13:34:39,1f1802c8faef,เราฮีลตัวเองไม่ไหวแล้วไม่ไหวจริงๆเราจะไม่ไหวอีกต่อไปแล้ว,Level 2,#โรคซึมเศร้า
632,2021-09-13 12:04:32,1f1802c8faef,อยากตายมากทำไงดีไม่อยากทำงานไม่อยากทำอะไรแล้วมีหนี้ติดตัวอีกประมาณแสนห้า,Level 2,#โรคซึมเศร้า
633,2021-09-16 17:13:21,1f1802c8faef,เลือดทุกหยดฉันเช็ดเองฉันจะเอาคืนทุกคนให้สมกับที่ฉันเจ็บปวด,Level 5,#โรคซึมเศร้า
634,2021-02-23 16:13:47,0bb046fe4a44,อยากให้ทุกคนอวยพรให้เราหายไป,Level 1,#โรคซึมเศร้า
636,2021-09-10 18:32:33,737cb4c57e45,การคิดว่าโลกไม่น่าอยู่อยากตายมันดูโง่มากขนาดนั้นเลยหรา,Level 1,#อยากตาย
637,2021-08-02 11:09:51,8ba89e6d6dcc,ทำไมการเลือกเวลาตายทำไม่ได้ในเมื่ออยู่แล้วมันทรมานมากขนาดนี้ก็ควรตายไม่ดีกว่าหรอ,Level 2,#โรคซึมเศร้า
638,2021-07-02 14:39:37,f72146afe0a5,คนที่คิดฆ่าตัวตายไม่ได้อยากตายแค่ไม่อยากรู้สึกอีกแล้ว,Level 2,#โรคซึมเศร้า
640,2021-05-23 18:23:43,877c9cff3a60,ล่าสุดเกิดอาการหลอนเห็นภาพต่างๆนาๆลืมกินยาก็เป็นงี้ตลอด,Other,#โรคซึมเศร้า #ความสุข #รักยิ้ม #เจ็บปวด #อกหักทิพย์
641,2021-05-23 18:23:43,877c9cff3a60,ล่าสุดเกิดอาการหลอนเห็นภาพต่างๆนาๆลืมกินยาก็เป็นงี้ตลอด,Other,#โรคซึมเศร้า #ความสุข #รักยิ้ม #เจ็บปวด #อกหักทิพย์
643,2021-06-22 18:10:01,4f5fc7212c3d,ถ้าเราตายจริงๆไม่ต้องเสียใจให้เรานะเราเอียน,Level 1,#โรคซึมเศร้า
644,2021-05-29 17:12:10,4f5fc7212c3d,ทำไมเราต้องแกล้งทำว่าเรามีความสุขเพื่อให้คนอื่นสบายใจแต่จิงๆข้างในเราแทบจะไม่อยากตื่นขึ้นมาด้วยซ้ำ,Level 1,#โรคซึมเศร้า
646,2021-08-18 10:08:41,73f5360200f8,โปรดแสดงความยินดีกับฉันหากวันนึงฉันได้หายไปจากโลกใบนี้,Level 1,#โรคซึมเศร้า
647,2021-08-24 19:27:12,73f5360200f8,การตายคือทางออกจริงหรอ,Other,#โรคซึมเศร้า
648,2021-08-30 18:44:38,73f5360200f8,ขอตายวันนี้เลยได้ไหม,Level 5,#โรคซึมเศร้า
649,2021-09-07 18:13:51,73f5360200f8,ไม่อยากสู้อะไรแล้วอยากตาย,Level 1,#โรคซึมเศร้า
650,2021-07-10 1:00:00,a711df2c08c3,ทรมานไม่อยากตื่นขึ้นมาแล้วพนอย่าตื่นขึ้นมาเลยนะ,Level 1,#โรคซึมเศร้า
651,2021-07-09 10:32:22,8fbe81e3c311,ชีวิตกูคงเหมาะกับการอยู่คนเดียวแล้วตายไปโดยไม่ต้องมีใครรับรู้ความเจ็บปวดของกู,Level 1,#โรคซึมเศร้า
652,2021-07-27 15:47:34,dfcf61c94a6c,อยากทำร้ายตัวเองอีกแล้วมันแบบแม่งเอ้ยทำไมไม่หายหรือตายๆไปสักที,Level 5,#โรคซึมเศร้า
653,2021-08-10 16:54:33,dfcf61c94a6c,วันที่ฉันได้พักกายคือวันที่ฉันได้ตายไปจากโลกนี้,Level 1,#โรคซึมเศร้า
654,2021-06-16 5:32:03,9bb696e49461,ถ้าครั้งนี้ฉันปรารถนาที่จะตายได้โปรดอย่าช่วยฉันให้ตื่นขึ้นมา,Level 5,#โรคซึมเศร้า
657,2021-07-13 19:14:20,3371dcd84ef2,จะเหนื่อยขนาดนี้อีกกี่รอบบอกใครว่าเหนื่อยเขาก็ไม่สนใจ,Other,#อยากตาย
658,2021-07-13 19:14:20,3371dcd84ef2,อยากตายครับหาวิธีให้ผมหน่อยวิธีที่เจ็บแปบเดียวและก็ไม่ต้องทรมาน,Level 3,#อยากตาย
660,2021-04-07 2:33:21,3b48314764ff,ความอยากตายไม่เคยน้อยลงเลย,Level 1,#โรคซึมเศร้า
661,2021-04-08 7:11:01,3b48314764ff,รอบนี้ทำอะไรตายดีละ,Level 5,#โรคซึมเศร้า
662,2021-04-07 18:54:18,3b48314764ff,เราอยากทำร้ายตัวเองอีกแล้ว,Level 5,#โรคซึมเศร้า
663,2021-07-03 7:01:46,e7662ed40244,ตื่นมาทำไมทำไมไม่ตายไปเลย,Level 1,#โรคซึมเศร้า
664,2021-05-15 1:51:44,6b257c782d54,จะหลุดพ้นเมื่อไหร่ทำไมอยู่ตรงนี้ถามตัวเองซ้ำๆไม่เข้าใจสักที,Level 1,#โรคซึมเศร้า
665,2021-08-17 14:55:28,bbdbe39a312f,เราต้องตายหรอถึงจะถูกใจทุกคน,Level 1,#โรคซึมเศร้า
666,2021-09-07 9:05:13,bbdbe39a312f,สวัสดีตอนเช้าตอนไหนจะตาย,Level 1,#โรคซึมเศร้า
668,2021-09-07 6:08:48,77b8e22998bb,ผิดหวังที่สุดในชีวิตก็คงคือการตื่นขึ้นมาในแต่ละวัน,Level 1,#แม่หลังคลอด #อ้วน #ซึมเศร้า
669,2021-04-05 15:47:13,8b40ec821d3b,เมื่อไหร่จะได้หายไปจากโลกใบนี้สักทีเหนื่อยแล้วจริงๆ,Level 1,#โรคซึมเศร้า
670,2021-07-13 14:32:25,a3a8902cec38,จำนวนครั้งที่ฉันยิ้มอาจเป็นจำนวนครั้งที่ฉันอยากตายก็ได้นะ,Level 1,#โควิด19 #โรคซึมเศร้า
671,2021-07-02 16:17:46,af8167e1baa4,หากฉันตายขอสักคนที่รับฟังและช่วยเหลือได้,Other,#โรคซึมเศร้า
672,2021-08-31 11:41:08,6b637d23950d,เหนื่อยจนไม่อยากอยู่แล้วเราไม่ได้กินยามาวันมันเป็นแบบนี้เลยเหรอยาหมดอะ,Other,#โรคซึมเศร้า
673,2021-09-03 13:42:05,9f9bf5b32d15,ขอให้พรุ่งนี้ไม่ต้องตื่นมาอีกเลยมันพอจะเป็นไปได้ไหม,Level 1,#โรคซึมเศร้า #ซึมเศร้า
674,2021-09-03 13:42:05,9f9bf5b32d15,หากวันหนึ่งฉันหลับไหลหากวันหนึ่งฉันต้องจากไปแสนไกล,Level 1,#โรคซึมเศร้า #ซึมเศร้า
675,2021-03-31 16:20:54,5b0d0678e4f8,ภาพมันชัดขึ้นเรื่อยๆเลยภาพที่เราจะฆ่าตัวตาย,Level 2,#โรคซึมเศร้า
676,2021-06-05 13:42:53,b33ae971e61d,บางทีก็แค่เหนื่อยจนไม่อยากรับรู้อะไรแล้ว,Level 1,#โรคซึมเศร้า
678,2021-05-18 3:01:44,cffeced72c6b,ตึกจะสูงแค่ไหนกันเชียว,Level 3,#โรคซึมเศร้า
680,2021-05-19 5:25:54,cffeced72c6b,รู้สึกดาวน์ตลอดเวลาทำไงดีคะบางทีความรู้สึกก็รับไว้ไม่ไหว,Other,#โรคซึมเศร้า
681,2021-07-04 15:25:14,b377a48f0359,เวลามีเด็กน้อยคนนึงแตกสลายอยู่ในห้องสี่เหลี่ยมๆที่เต็มไปด้วยความมืดพร้อมกับรอยแผลตามร่างกาย,Level 5,#โรคซึมเศร้า
682,2021-07-04 15:04:51,b377a48f0359,โรคซึมเศร้าทำให้คนฆ่าตัวตายมาหลายคนแล้วรวมถึงเราในวันนี้ด้วยขอบคุณโลกสวยงามที่ทำให้เรารู้ว่ามันโหดร้ายแค่ไหน,Level 5,#หาคนดูแล #เครียด #เหงา #โรคซึมเศร้า
683,2021-07-20 14:11:01,07b9915b82c0,ภาวนาทุกวินาทีให้ฉันประสบอุบัติเหตุและเสียชีวิต,Level 1,#โรคซึมเศร้า
684,2021-06-02 3:35:10,378ca583ab13,ตายไปก็คงไม่มีใครสนใจอยู่ดี,Other,#โรคซึมเศร้า
685,2021-06-01 21:47:50,378ca583ab13,ตื่นมากับความคิดว่าทำไมยังไม่ตายสักทีนะอ่านี่ยังมีชีวิตอยู่อีกหรอ,Level 1,#โรคซึมเศร้า
686,2021-08-12 22:40:43,378ca583ab13,ใครจะทนไหวสักวันฉันคงตายสำเร็จ,Level 5,#โรคซึมเศร้า
687,2021-08-28 13:07:26,e38fb3a28699,ถ้าน้ำตามันไหลยากมากนักกูจะทำให้เลือดไหลแทนน้ำตาแล้วนะ,Level 4,#โรคซึมเศร้า
688,2021-09-07 14:04:18,e38fb3a28699,อาหารมื้อสุดท้ายของฉัน,Level 5,#โรคซึมเศร้า
689,2021-06-19 9:57:43,f72adcf8cf59,ทำไมโลกใบนี้ต้องบูลลี่เรื่องหน้าตากันด้วย,Other,#ครอบครัวไม่ใช่เซฟโซน #ปัญหาครอบครัว #ปัญหาชีวิต #เบื่อ #เบื่อหน่าย #ท้อ #อยากตาย
690,2021-06-19 9:54:14,f72adcf8cf59,ทำไมฉันต้องมาเจอเรื่องพวกนี้ด้วยฉันไปทำอะไรให้ใครมาหรอทำไมถึงต้องเป็นฉันด้วยทำไมกัน,Other,#อยากตาย
691,2021-08-09 3:17:49,f72adcf8cf59,อยากตาย,Level 1,#อยากตาย #โรคซึมเศร้า
693,2021-08-09 3:13:42,f72adcf8cf59,ไม่อยากอยู่แล้วอ่ะอยากตายใจมันแย่มากจริงๆเราไม่ไหวเลยจริงๆ,Level 1,#อยากตาย #โรคซึมเศร้า
694,2021-08-25 7:39:31,bb02abf13ba4,หากฉันต้องจากโลกนี้ไปขอแค่โอกาสที่ฉันจะได้ทำในสิ่งที่อยากทำ,Level 1,#โรคซึมเศร้า
695,2021-05-24 18:20:59,3b1936ae594a,เมื่อไรเราจะได้โบยบินออกไปจากความเฮ็งซวยนี่ซะที,Level 1,#โรคซึมเศร้า
696,2021-05-17 18:04:54,5f3ef728d438,อยากร้องไห้กับใครสักคนแต่โครตเดียวดายเลยหันไปทางไหนก็ว่างเปล่า,Other,#โรคซึมเศร้า
698,2021-09-09 16:34:13,0f9120ef902f,แกจะรู้มั้ยว่าเราตายในความคิดตัวเองไปกี่ครั้งแล้ว,Level 1,#อยากตาย
699,2021-01-27 3:37:26,4f38d0da43e6,ฉันพยายามนึกถึงข้อดีของการมีชีวิตอยู่สุดท้ายแล้วฉันก็ไม่รู้คำตอบ,Level 1,#เสียงกระซิบจากความมืด #ซึมเศร้า #โรคซึมเศร้า #ซึมเศร้าเพื่อนรัก
700,2021-04-07 14:40:45,4f38d0da43e6,ตายยังไงดี,Level 3,#โรคซึมเศร้า
701,2021-04-07 14:40:04,4f38d0da43e6,ก็แค่อยากหายไป,Level 1,#โรคซึมเศร้า
702,2021-05-31 12:15:52,2bcdfb660095,ใครจะรู้ว่าฉันอยากตายแค่ไหน,Level 1,#โรคซึมเศร้า
703,2021-05-31 12:15:52,2bcdfb660095,การมีชีวิตอยู่นี่แม่งโคตรลำบากเลย,Other,#โรคซึมเศร้า
704,2021-03-30 22:09:18,0fc6b212dc00,แกว่าถ้าเราตายพวกเค้าจะดีใจมั้ยที่เราไม่อยู่,Level 1,#โรคซึมเศร้า
705,2021-04-04 12:37:42,0fc6b212dc00,เราก็มีความรู้สึกนะจะให้เข้มแข็งตลอดไม่ไหวหรอกแค่ปัญหาชีวิตก็ปวดหัวจนไม่อยากอยู่แล้ว,Level 1,#โรคซึมเศร้า
707,2021-04-04 12:37:42,0fc6b212dc00,กรีดแขนมันช่วยได้จริงมั้ยนะมันจะเจ็บมั้ย,Level 4,#โรคซึมเศร้า
709,2021-06-28 19:08:36,d708909fb010,เลือกได้ผมก็ไม่อยากเกิดมาหรอกหัดคุมกำเนิดบ้างนะจะได้ไม่ต้องมานั่งมองว่าผมมีปัญหา,Other,#โรคซึมเศร้า
710,2021-08-19 23:18:49,9328193636f8,เหนื่อยที่ต้องใช้ชีวิตต่อไปแล้วอยากให้มันจบเร็วๆจัง,Level 1,#ซึมเศร้า
711,2021-08-19 23:18:49,9328193636f8,เหนื่อยที่ต้องใช้ชีวิตต่อไปแล้วอยากให้มันจบเร็วๆจัง,Level 1,#ซึมเศร้า
712,2021-08-31 12:34:30,9328193636f8,เหนื่อยในทุกๆลมหายใจแต่คงใกล้ได้พักเต็มทีแล้ว,Level 2,#โรคซึมเศร้า
713,2021-09-07 12:07:00,bf3ae17ff85d,ขออนุญาตปรึกษาค่ะถ้าเราเริ่มหดหู่ไม่มีความสุขไม่อยากมีชีวิตอยู่แต่เราไม่กล้าทำร้ายตัวเองถือว่าเราเป็นซึมเศร้าไหมคะ,Level 1,#โรคซึมเศร้า #โรคอารมณ์สองขั้ว
714,2021-07-15 21:23:59,7b9be7b7ab84,ทำไมฉันต้องเกิดมาด้วย,Other,#อยากตาย
715,2021-07-15 21:23:59,7b9be7b7ab84,หน้ากากความรู้สึกของฉันมันคงจะหนาเกินไปใช่มั้ยถึงไม่มีใครมองเห็นความรู้สึกจริงๆของฉันเลย,Other,#อยากตาย
717,2021-06-03 11:10:28,a3802ef7064f,อยากกรีดอยากได้เลือดเลือดเยอะๆ,Level 5,#โรคซึมเศร้า
718,2021-06-16 11:44:41,a3802ef7064f,ตายมั้ยจะได้จบสักที,Level 1,#โรคซึมเศร้า
719,2021-05-18 12:52:43,a3802ef7064f,น้ำยาทูพื้นก็อร่อยเหมือนกันนะเนี่ย,Level 5,#โรคซึมเศร้า
720,2021-05-18 12:20:59,a3802ef7064f,การตายของข้าพเจ้านั้นธรรมดาเป็นอย่างยิ่ง,Level 1,#โรคซึมเศร้า
721,2021-06-29 15:40:32,a3802ef7064f,เหนื่อยเกินกว่าจะมีชีวิตอยู่แล้ว,Level 1,#โรคซึมเศร้า
722,2021-08-29 8:37:06,a3802ef7064f,อยากให้มีการุณยฆาตในไทย,Other,#โรคซึมเศร้า
723,2021-08-27 16:32:18,a3802ef7064f,โลกใบนี้มันโหดร้ายเกินไปแล้วขอวิธีฆ่าตัวตายหน่อย,Level 3,#โรคซึมเศร้า
724,2021-08-27 14:41:29,a3802ef7064f,อยากหายไปตลอดกาล,Level 1,#โรคซึมเศร้า
725,2021-08-27 14:41:00,a3802ef7064f,ชั่งเหอะเราตายก็ชั่งเหอะ,Level 1,#โรคซึมเศร้า
726,2021-08-27 14:39:34,a3802ef7064f,ตอนนี้ความคิดเราเราตายไปแล้วตายไปหลายครั้งแล้ว,Level 1,#โรคซึมเศร้า
727,2021-09-04 11:41:38,a3802ef7064f,อยากตายรอบที่ล้าน,Level 1,#โรคซึมเศร้า
728,2021-09-04 11:39:36,a3802ef7064f,กูอยากตายตอนนี้เลย,Level 5,#โรคซึมเศร้า
729,2021-05-18 12:13:27,a3802ef7064f,เราเหนื่อยกับการมีชีวิตต่อไปในโลกนี้เราไม่สู้แล้วอ่ะปัญหาเป็นร้อยเป็นพันที่เข้ามาหา,Level 1,#โรคซึมเศร้า
730,2021-05-24 8:52:36,a3802ef7064f,ทำไมถึงว่างเปล่าอย่างนี้,Other,#โรคซึมเศร้า
731,2021-05-24 9:09:34,a3802ef7064f,ท้องฟ้าก็ยังคงเป็นท้องฟ้าสวยงามและกว้างใหญ่เราก็ยังคงเป็นเราไร้ค่าและรกโลก,Other,#โรคซึมเศร้า
732,2021-06-03 16:00:50,a3802ef7064f,ถ้าเลือกได้เราก็ไม่เกิดมาทำให้ครอบครัวทุกข์ใจเพราะเราหรอกยิ่งเค้าทุกข์เรายิ่งไม่อยากอยู่,Level 1,#โรคซึมเศร้า
733,2021-09-07 9:40:34,a3802ef7064f,ครูที่สอนเขาจะรู้ไหมว่ากูไม่ได้อยากตื่นมาเรียนแกหัวเราะคิกคักแต่กูอยากหายไปจากตรงนี้สักที,Level 1,#โรคซึมเศร้า
734,2021-09-07 7:03:23,a3802ef7064f,บางทีก็คิดว่าเมื่อไหร่จะตายไปจากโลกนี้สักที,Level 1,#โรคซึมเศร้า
735,2021-09-11 8:02:48,a3802ef7064f,อีกไม่นานฉันก็จะหายไปโดยไม่มีทางหวนกลับมาได้อีกเลย,Level 4,#โรคซึมเศร้า
736,2021-07-05 2:14:58,579f57850d47,จะอยู่หรือจะตาย,Level 1,#โรคซึมเศร้า
737,2021-05-25 9:39:13,ff79584f2b83,มีวิธีฆ่าตัวตายเร็วๆมั้ยคะ,Level 3,#โรคซึมเศร้า
739,2021-04-01 9:48:28,873bf0f1c77e,ทำไมต้องเกิดมาทำต้องเจอสังคมแบบนี้ทำไมไม่ตายทั้งๆที่โครตอยากตาย,Level 5,#โรคซึมเศร้า
740,2021-04-03 19:49:07,873bf0f1c77e,วันที่เราไม่อยู่แล้วทุกคนจะหันมารักเรา,Other,#โรคซึมเศร้า
741,2021-04-07 16:08:24,873bf0f1c77e,ที่อยากตายไม่เคยพูดเล่นนะ,Level 1,#โรคซึมเศร้า
742,2021-06-07 13:44:22,43bb6bd85632,ทุกคนค่ะตอนนี้ปัญหาชีวิตของเราคือเรื่องเงินเราควรจะทำยังไงดีคะให้มันผ่านไปให้ได้,Other,#อยากตาย
743,2021-06-07 13:44:22,43bb6bd85632,เด็กๆควรจะมีอิสระนำทางชีวิตของตัวเอง,Other,#อยากตาย
744,2021-08-26 3:41:59,4b5e36459995,ชีวิตนี้อยู่กับยามาตลอดทรมานจังเมื่อไหร่จะตายสักทีนะ,Level 1,#โรคซึมเศร้า #ซึมเศร้า
745,2021-08-19 6:25:30,3f556bfe6ca7,ก็แค่รู้สึกว่าการตายมันดีกว่าการอยู่,Level 1,#ซึมเศร้า #โรคซึมเศร้า
746,2021-08-18 16:59:09,3f556bfe6ca7,บางวันก็ดีจนน่าใจหายแต่บางวันก็อยากตายจนกลัวตัวเอง,Level 1,#ซึมเศร้า #โรคซึมเศร้า
747,2021-08-19 6:22:11,3f556bfe6ca7,อยากแทงตัวตายให้มันจบๆไปไร้ค่าชิบหาย,Level 4,#ซึมเศร้า #โรคซึมเศร้า
748,2021-08-19 6:22:11,3f556bfe6ca7,อยากแทงตัวตายให้มันจบๆไปไร้ค่าชิบหาย,Level 4,#ซึมเศร้า #โรคซึมเศร้า
750,2021-08-23 4:18:57,3f556bfe6ca7,ทำร้ายตัวเองมันจะหายมั้ยมึง,Level 5,#โรคซึมเศร้า
751,2021-07-04 17:32:36,3393c5a2d95f,ใจหนึ่งก็อยากอยู่ต่อแต่อีกใจก็ท้อแล้วเหมือนกัน,Level 1,#โรคซึมเศร้า
752,2021-08-05 21:10:31,73ac5b570955,มีวิธีให้ตายแบบสบายๆมั้ย,Level 3,#โรคซึมเศร้า
753,2021-07-05 21:14:19,7b0e0f481254,กรีดแขนเจ็บไหม,Level 4,#โรคซึมเศร้า
