,DateTime,Uid,Tweet,Label (Specialist),HashTag
785,3/4/2021 13:47,2ba5903862a0,หมดแรงอยู่ต่อแล้วอยากตายเป็นทางเดียวที่จะหายไม่มีใครเข้าใจแล้วรักเราจริงๆไม่ไหวแล้ว,Level 2,#โรคซึมเศร้า
786,6/4/2021 15:17,2ba5903862a0,ความตายมันใกล้มาก,Other,#โรคซึมเศร้า
787,6/4/2021 15:08,2ba5903862a0,ความจนมันน่ากลัวเกิดมาจากความไม่พร้อมก็เช่นกันหนูจะพยายามโตไปเป็นผู้ใหญ่ที่ดีถ้าหนูยังอยู่อะนะ,Level 2,#โรคซึมเศร้า
788,21/8/2021 16:11,278fe9b64611,หาเพื่อนมาฆ่าตัวตายด้วยกันหรือคนที่ช่วยเราฆ่าตัวตายพวกชอบสายดาร์กชอบความตายสนใจมานะ,Level 5,#อยากตาย
790,4/4/2021 09:23,27a2bdb999a6,ผูกคอจะทรมานกว่ากระโดดตึกมั้ยนะ,Level 4,#โรคซึมเศร้า
791,4/4/2021 09:23,27a2bdb999a6,ช่วยด้วยบางทีปัญหามันก็ใหญ่เกินไปสำหรับผู้หญิงที่ตัวคนเดียว,Other,#โรคซึมเศร้า
792,16/6/2021 14:03,b7c1f1c08c65,ใครก็ได้ช่วยมาจบชีวิตห่วยแตกนี้ให้ทีได้โปรด,Level 1,#อยากตาย
794,28/5/2021 12:35,17e4902b35e3,ถ้าเราตายไปก็ไม่ต้องเหนื่อยแบบนี้,Level 1,"#เสียงกระซิบจากความมืด  
#โรคซึมเศร้า"
796,11/9/2021 10:51,53dc62ebaaf8,มือเย็นเท้าเย็นเวียนหัวทรงตัวไม่อยู่,Level 5,#โรคซึมเศร้า
797,9/7/2021 08:45,53657769f638,ทำไมถึงต้องหาสาเหตุอะว่าเรากรีดแขนเพราะอะไรขนาดคุยกันแล้วอะไรก็แล้วเลิกเอาตัวเองเป็นศูนย์กลางสักที,Level 5,#โรคซึมเศร้า
798,9/7/2021 08:44,53657769f638,รู้ปะว่าการทำตัวแบบนี้ยิ่งทำให้กูไม่อยากอยู่นะ,Level 1,#โรคซึมเศร้า
799,18/8/2021 11:12,73946395075d,ถ้ากรอกยานอนหลับเราจะตายมั้ย,Level 4,#โรคซึมเศร้า #บ้านไม่ใช่เซฟโซน
800,30/5/2021 02:54,1b67e801b9af,ไม่อยากจะตายหรอกความจริงไม่อยากเกิดมาเลยด้วยซ้ำ,Other,#โรคซึมเศร้า
802,14/6/2021 12:46,fb4f260a4bb0,กูอยากตายกูอยากลบตัวตนของกู,Level 1,#โรคซึมเศร้า #อยากตาย
803,14/6/2021 12:46,fb4f260a4bb0,กูเกิดมาทำไมทำไมกูถึงไม่ตายทำไมถึงไม่ฆ่ากูทำไมทำไมทำไมทำไมทำไมทำไมทำไม,Other,#โรคซึมเศร้า #อยากตาย
804,5/6/2021 10:27,3719c737cd93,อยากจากไปอย่างสงบนอนหลับไปเฉยๆ,Level 1,"#ซึมเศร้า #โรคซึมเศร้า
 #ปัญหาชีวิต "
805,12/8/2021 10:45,3719c737cd93,อยากได้เลือด,Level 5,#ซึมเศร้า #โรคซึมเศร้า #เหนื่อยใจ
806,18/8/2021 13:39,d3e89d374c77,ใครบอกกูอยากเกิดมามึงอยากมีกูเองกูไม่ได้อยากอยู่กับพวกมึง,Other,#ซึมเศร้าเพื่อนรัก #อยากตาย
807,18/8/2021 06:51,9.36213E+11,เอาจริงๆนะอยากติดเชื้อโรคให้ตายๆไปเลย,Level 1,#ว่างเปล่า #อยากตาย #เบื่อโลก #อยากหายไป
808,24/8/2021 14:20,9.36213E+11,ซักวันเราจะจากไปอย่างเงียบๆโดยที่พวกคุณไม่ต้องลำบาก,Level 1,#อยากตาย #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
809,26/8/2021 13:50,9.36213E+11,ชีวิตมันเหนื่อยจนไม่อยากหายใจต่อแล้วอ่ะ,Level 1,#อยากตาย
810,25/8/2021 14:02,9.36213E+11,เราจะรู้ว่ามีคนรักเรามากเท่าไหร่ก็ต่อเมื่อเราตายแต่เราไม่ได้ต้องการมันแล้ว,Other,#อยากตาย
811,24/8/2021 14:20,9.36213E+11,ถ้าเราตายไปจะมีแต่คนรักเราน่าตลกจัง,Other,#อยากตาย #โรคซึมเศร้า #ครอบครัวไม่ใช่เซฟโซน
813,3/4/2021 13:38,7318799edac2,ต้องให้ตายเลยใช่มั้ยถึงจะพอกัน,Level 1,#โรคซึมเศร้า
814,23/2/2021 15:34,afb384e3265a,เลือกได้กูไม่อยากเกิดมาด้วยซ้ำชีวิตบัดซบชีวิตเฮงซวยอยากตาย,Level 1,#โรคซึมเศร้า
817,2/4/2021 03:11,f7d2d7499f8a,เกลียดตัวเองเกลียดที่เกิดมาเกลียดที่อยากพูดอะไรแต่พูดไม่ได้เกลียดความอึดอัดเกลียดที่ตัวเองยังตายไม่ได้สักที,Level 1,#โรคซึมเศร้า
818,23/2/2021 15:26,4796997afe34,มันไม่ไหวแล้วตอนนี้ใครก็ได้เอาคัตเตอร์ออกไปที,Level 5,#โรคซึมเศร้า
820,18/7/2021 16:34,dbff28794a9e,อยากเป็นที่ติดโควิดละแม่งตายไปอ่ะเบื่อที่อยู่กับความรู้สึกแบบนี้ในทุกวัน,Level 1,#โรคซึมเศร้า
821,9/8/2021 14:19,dbff28794a9e,ตอนเด็กอยากโตตอนโตอยากตาย,Level 1,#โรคซึมเศร้า
822,3/4/2021 13:35,0bc45ab7ec08,เหนื่อยอยากตาย,Level 1,#โรคซึมเศร้า
823,19/2/2021 19:31,73d36413b29f,มันกลับมาอีกแล้วเครียดสิ้นหวังท้อมากเลยเศร้ามากเราแย่มากเลยตอนนี้ใครก็ได้ช่วยทีไม่อยากอยู่แล้วอะกดดันมากเลยไม่อยากกลับไปเป็นแบบเดิมอีกแล้ว,Level 4,#โรคซึมเศร้า
824,15/5/2021 05:44,7719f05cb950,รักทุกคนนะแต่เหนื่อยมามากแล้วไม่ทนแล้ว,Level 5,#โรคซึมเศร้า
825,15/5/2021 04:40,7719f05cb950,อยากหายไปไม่อยากจะวนลูปกับความเจ็บปวดแบบนี้อีกแล้ว,Level 1,#โรคซึมเศร้า
826,15/5/2021 05:44,7719f05cb950,รักทุกคนนะแต่เหนื่อยมามากแล้วไม่ทนแล้ว,Level 5,#โรคซึมเศร้า
827,15/5/2021 04:40,7719f05cb950,อยากหายไปไม่อยากจะวนลูปกับความเจ็บปวดแบบนี้อีกแล้ว,Level 1,#โรคซึมเศร้า
828,23/6/2021 07:15,afe789be8653,เราโดนไล่ออกจากห้องที่พักกับพี่ชายตัวเองตอนนี้เราไม่เหลือใครเราอยากจบชีวิตในวันนี้ขอบคุณทุกคนที่ผ่านเข้ามา,Level 5,#โรคซึมเศร้า
829,22/6/2021 20:29,afe789be8653,รมควันนี่ใช้ถ่านจุดแล้วทิ้งไว้ในห้องได้เลยใช่ไหมพร้อมแล้วจริงๆโลกไม่น่าอยู่อีกต่อไปแล้ว,Level 4,#โรคซึมเศร้า
830,31/5/2021 14:24,afe789be8653,กูก็ไม่ได้อยากเกิดมานักหรอก,Other,#โรคซึมเศร้า
831,31/5/2021 14:24,afe789be8653,เรามันตัวไร้ค่าไร้ประโยชน์เป็นตัวถ่วงความสุขความเจริญให้กับคนในครอบครัว,Other,#โรคซึมเศร้า
832,10/9/2021 00:16,67e9ba5a0abb,โอบกอดแต่คนอื่นจนตัวเองไม่รู้สึกอะไรแล้วเดินสติล่องลอยไม่อยู่กับตัว,Other,#ครอบครัวไม่ใช่เซฟโซน
833,5/7/2021 15:51,fb296c26a3fb,กำลังจะตาย,Level 1,#โรคซึมเศร้า
834,5/7/2021 15:47,fb296c26a3fb,จินตนาการถึงการตายของตัวเองเสมอ,Level 3,#โรคซึมเศร้า
835,4/7/2021 14:29,e798469e3261,ไปกี่ครั้งแล้วก็จำไม่ได้เหมือนกันไม่ตายสักที,Level 5,#โรคซึมเศร้า
836,6/6/2021 03:30,ab8eaf652dfd,ตอนเด็กอยากโตตอนโตอยากตาย,Level 1,#โรคซึมเศร้า
837,5/6/2021 07:49,ab8eaf652dfd,อีกวันก็จะวันเกิดแล้วให้ของขวัญตัวเองด้วยการตายได้ไหมได้จบๆ,Level 5,#โรคซึมเศร้า
838,5/6/2021 07:48,ab8eaf652dfd,แค่ไม่กินยาความรู้สึกไร้ค่าตายๆไปซะก็ดีมันไม่ได้หมายความว่าจะหมดไปนิ,Level 1,#โรคซึมเศร้า
839,31/5/2021 07:40,ab8eaf652dfd,วันๆไม่ทำไรจมอยู่กับตัวเองและเลือดที่ไหลออกมา,Level 5,#โรคซึมเศร้า
840,6/8/2021 18:32,875551c427fd,ถ้าหากว่าฉันฆ่าตัวตายได้สำเร็จพวกคุณจะยังหัวเราะฉันไหม,Level 2,#โรคซึมเศร้า
841,17/7/2021 12:41,5f3e9e5f28b6,อยากตายหายไปจากครอบครัวนี้,Level 1,#อยากตาย
842,19/7/2021 03:35,ef2b6ae897e6,ฉันเหนื่อยฉันหมดแรงสู้แล้วฉันแค่อยากตายอย่างสงบ,Level 1,#โรคซึมเศร้า #ปัญหาครอบครัว #เหนื่อยกับชีวิต
843,11/8/2021 17:23,ef2b6ae897e6,จะอยู่หรือตายก็ไม่มีความสำคัญอะไรแล้วหล่ะ,Level 1,#ซึมเศร้า #โรคซึมเศร้า
844,29/6/2021 22:38,27af6f9300fa,รีบตายสิรีบตายซะ,Level 1,#โรคซึมเศร้า
845,26/6/2021 10:34,bfa51d0955c2,ระหว่างหายจากการเป็นโรคซึมเศร้ากับหายไปจากโลกนี้อะไรจะเกิดขึ้นก่อน,Level 2,#โรคซึมเศร้า
846,26/8/2021 03:45,5f94387fa07b,กูขอวิธีฆ่าตัวตาย,Level 3,#โรคซึมเศร้า #รักตัวเอง
847,28/6/2021 16:48,eb7b0ae561b3,อยากตายตายอยากตาย,Level 1,#โรคซึมเศร้า
848,5/8/2021 21:01,27d3bbb64caa,เหนื่อยใจมากแบบมันแน่นอกหดหู่ยังไงบอกไม่ถูกใจอยากจะกรอกยาใส่ปากไปแบบเยอะๆเลยเหนื่อย,Level 4,#โรคซึมเศร้า
849,28/5/2021 00:18,27300772aa0b,ฉันภาวนาทุกวันให้เขารักฉันก่อนวันที่ฉันจะจากหายไปโลกนี้,Other,#โรคซึมเศร้า
850,3/7/2021 08:59,27300772aa0b,หลังจากที่เราตายไปเราอยากให้คนรอบข้างได้รู้จัก,Level 1,#โรคซึมเศร้า
851,3/7/2021 08:59,27300772aa0b,สุดท้ายแล้วคนที่ฆ่าตัวตายก็ได้สั่งเสียแต่คนที่ตายโดยไม่รู้สิแม่งไม่ได้พูดอะไรกับไครเลย,Level 2,#โรคซึมเศร้า
853,14/9/2021 05:33,27300772aa0b,พร้อมที่จะทำให้ตัวเองได้แตกสลายแล้วนะ,Level 2,#โรคซึมเศร้า
854,12/9/2021 18:20,eb1048165692,อย่าโทษพ่อแม่ที่ทำให้เราเกิดมาโทษโลกใบนี้ดีกว่าที่ไม่ใจดีกับเรา,Other,#อยากตาย
856,6/6/2021 19:12,b7e780cdc365,ถ้าตายแล้วทุกอย่างจะจบลงใช่มั้ย,Level 1,"#โรคซึมเศร้า #โรคเครียด #ซึมเศร้า 
#อยากตาย​ #ครอบครัวไม่ใช่เซฟโซน"
857,6/6/2021 17:47,b7e780cdc365,เด็กๆควรจะมีอิสระนำทางชีวิตของตัวเอง,Other,#ปัญหาชีวิต #เครียด #อยากตาย
858,6/6/2021 17:39,b7e780cdc365,ถ้าเธอต้องการฉันอยากจะเจอฉันก็รีบหน่อยนะเพราะฉันจะไปแล้ว,Level 3,#ปัญหาชีวิต #เครียด #อยากตาย
860,13/9/2021 17:05,6ba384d86697,อารมณ์ตอนนี้แม่งเกินจะบรรยายจริงกูต้องแข็งแกร่งแค่ไหนเพื่อจะได้มีลมหายใจอยู่ถึงวันพรุ่งนี้,Other,#โรคซึมเศร้า
861,13/9/2021 15:00,6ba384d86697,เป็นพลังบวกให้คนอื่นมากมายแต่มาวันนี้ฉันตกหลุมดำที่มองไม่เห็นแสงสว่างเลยเหนื่อยมากแล้วอยากพักแล้ว,Level 1,#โรคซึมเศร้า
862,16/9/2021 10:31,6ba384d86697,โครตอยากตายเลยรู้สึกไม่มีอะไรน่าเสียดายแล้ว,Level 5,#โรคซึมเศร้า
864,18/9/2021 17:34,6ba384d86697,ตายไปเลยได้มั้ย,Level 1,#โรคซึมเศร้า
865,18/9/2021 17:27,6ba384d86697,พยายามผูกคอตายแต่ทำไมปัญหามันมากมายขนาดนี้,Level 5,#โรคซึมเศร้า
866,2/6/2021 17:59,df6c625bd86a,ความพยายามของฉันมันไร้ค่า,Other,#โรคซึมเศร้า
869,4/7/2021 15:39,d31d835148f3,พ่อบอกว่าเป็นกูนี้สบายจังเลยเนอะไม่ต้องพยายามอะไรเลยเขาจะรู้มั้ยว่ะว่ากูเนี้ยพยายามที่จะมีชีวิตอยู่ที่สุดแล้ว,Level 1,#โรคซึมเศร้า
870,6/9/2021 16:07,d31d835148f3,หน่วงไปหมดเลยทำไมการมีชีวิตอยู่ถึงได้ทรมานขนาดนี้ล่ะ,Level 1,#โรคซึมเศร้า
871,1/4/2021 08:10,87da8319faf8,อีกนิดเดียวจริงๆฉันเกือบทำลงไปแล้ว,Level 4,#โรคซึมเศร้า
872,6/4/2021 17:50,87da8319faf8,โมโหโมโหมากพอนึกถึงแล้วโมโหสุดๆต้องเป็นโรคซึมเศร้าเพราะคนอื่นอยากจะตายประชดแม่ง,Level 1,#โรคซึมเศร้า
873,4/4/2021 17:06,87da8319faf8,ความสุขจริงๆของเราอาจจะเป็นความตายก็ได้,Level 1,#โรคซึมเศร้า
874,7/4/2021 10:35,ef4f8b0dd602,ตายตอนนี้เลยไม่ได้หรอ,Level 5,#ซึมเศร้า #โรคซึมเศร้า #ภาวะซึมเศร้า
875,7/4/2021 10:35,ef4f8b0dd602,อยากตายเพราะแม่แม่ห่วงมากไปอึดอัดว่ะยิ่งแม่ทำแบบนี้กูยิ่งอยากตาย,Level 1,#โรคซึมเศร้า
876,24/5/2021 09:46,93496d60bbe3,เพราะตอนที่ตื่นมักจะคิดฟุ้งซ่านฉะนั้นการนอนคือการเยียวยาที่ดีที่สุดแล้วอยากหลับไปเลยไม่ต้องคิดอะไร,Level 1,#โรคซึมเศร้า
877,3/4/2021 16:24,7f0e00e72b21,ขอโทษนะแต่การให้เราอยู่ต่อมันไม่ใช่สิ่งที่เราต้องการ,Level 1,#โรคซึมเศร้า #เสียงกระซิบจากความมืด
878,7/4/2021 16:35,2f8baaea0b3f,อยากตายมากพยายามฆ่าตัวตายมาครั้งไม่สำเร็จเลยสักครั้งทรมานจะตายแล้วนอนร้องไห้มันเหนื่อย,Level 5,#โรคซึมเศร้า
879,31/5/2021 12:40,7b300ff727fa,จะเขียนจดหมายลาตายอย่างไรดี,Level 5,#โรคซึมเศร้า
880,17/7/2021 15:12,bfc652aba93d,ทำไมต้องอยู่ในยุคที่แม่งหางานยากแบบนี้ว่ะ,Other,#โรคซึมเศร้า #เกลียดตัวเอง #อยากตาย #ไปตายซะ
881,31/5/2021 17:01,e36d6f17411f,อยากหนีไปให้ไกลจากโลกใบนี้,Level 1,#โรคซึมเศร้า
882,16/7/2021 12:55,b744862c2cdf,ให้กูติดโควิดตายไปเถอะกูทรมานกูไม่อยากอยู่แล้วมึงเข้าใจมั้ยไวรัสมาเอากูไปเถอะ,Level 1,#ท้อ #เหนื่อย #อยากตาย
883,15/7/2021 07:19,b744862c2cdf,หน้ากากความรู้สึกของฉันมันคงจะหนาเกินไปใช่มั้ยถึงไม่มีใครมองเห็นความรู้สึกจริงๆของฉันเลย,Other,#อยากตาย #โรคซึมเศร้า
884,15/7/2021 02:50,b744862c2cdf,ความฝันของฉันคงเป็นการที่ไม่มีชีวิตอยู่บนโลกใบนี้,Level 1,#ครอบครัวไม่ใช่เซฟโซน
885,14/7/2021 17:37,b744862c2cdf,แค่รู้สึกโลกใบนี้ไม่เหมาะกับเราเลือกได้อยากเป็นคนที่ตายทำไมพี่ต้องตายถ้าพี่อยู่อาจจะใช้ชีวิตได้ดีกว่าหนูก็ได้,Other,#โรคซึมเศร้า
886,15/7/2021 14:15,b744862c2cdf,ความฝันของฉันคงเป็นการที่ไม่มีชีวิตอยู่บนโลกใบนี้,Level 1,#ปรึษาปัญหา #ครอบครัวไม่ใช่เซฟโซน #ซึมเศร้า
888,30/3/2021 01:16,1f9c09289dd8,อยากตายอีกแล้ว,Level 1,#โรคซึมเศร้า
889,30/3/2021 01:16,1f9c09289dd8,ถึงไม่ได้ดิ่งอะไรมากแต่สิ่งที่ไม่เคยหายไปเลยคือความรู้สึกอยากตาย,Level 1,#โรคซึมเศร้า
890,26/1/2021 12:47,57d3d67786b5,ถ้าโดดลงไปเราจะตายจริงๆใช่มั้ย,Level 4,#โรคซึมเศร้า
891,31/5/2021 14:54,47b88f811075,อยากหนีไปให้ไกลจากโลกใบนี้,Level 1,#โรคซึมเศร้า
892,31/5/2021 14:56,47b88f811075,บางคำพูดของคนในครอบครัวทำให้กูไม่อยากอยู่อยากตายให้พ้นๆ,Level 1,#โรคซึมเศร้า
893,24/5/2021 16:41,33d2e6a5348b,เราทรมานในร่างกายจนอยากจะทำร้ายมันได้แต่ตบตีหยิกพยายามทำให้มันเจ็บเราเป็นอะไรเราทรมานมากเลยอยากเอามีดปาดคอผูกคอตาย,Level 5,#โรคซึมเศร้า
894,18/5/2021 14:44,33d2e6a5348b,อยากโดนยิงอยากโดนแทงอยากโดนฆ่ายังไงก็ได้ที่ไม่ได้ตายด้วยน้ำมือตัวเองจะได้ไม่ผิดคำสัญญาที่ให้ไว้กับคนคนนึง,Other,#โรคซึมเศร้า
895,18/5/2021 11:27,33d2e6a5348b,เมื่อไหร่เมืองไทยจะมีการุณยฆาตสักทีต้องทนเจ็บปวดแบบนี้ไปอีดนานแค่ไหนอะทุกวันนี่เหลือแค่กายหยาบละ,Other,#โรคซึมเศร้า
896,17/5/2021 18:04,33d2e6a5348b,ไม่มีใครต้องการแกแม้แต่ตัวแกเองยังไม่ต้องการตัวเองเลย,Other,#โรคซึมเศร้า
897,26/6/2021 18:10,33d2e6a5348b,คนที่ตายไปเป็นผีจริงๆนี่พาเราไปด้วยได้ไหม,Level 1,#โรคซึมเศร้า
898,2/7/2021 16:32,33d2e6a5348b,ถ้าการฆ่าตัวตายแล้วมันไม่บาปกูคงทำไปนานแล้ว,Other,#โรคซึมเศร้า
900,21/7/2021 04:39,33d2e6a5348b,ฆ่าตัวตาย,Level 2,#โรคซึมเศร้า
901,28/5/2021 15:12,33d2e6a5348b,เหนื่อยวะอยากตาย,Level 1,#โรคซึมเศร้า
903,24/5/2021 05:43,1bc50cbee74c,โมโหแล้วชอบทำร้ายตัวเอง,Level 5,#โรคซึมเศร้า
904,24/5/2021 05:43,1bc50cbee74c,นี่ๆจะให้เราอยู่มาถึงตอนนี้ทำไมหรอไม่รีบให้เราตายซักทีหรือยังทรมาณเราไม่พออีก,Level 5,#โรคซึมเศร้า
905,22/6/2021 16:24,27ff5e2c5a07,ใกล้ได้ตายสมใจตัวเองแล้วแหละอาการอะไรก็ไม่รู้แทรกเข้ามาบ้างก็ดีจะได้ไม่ต้องทำเอง,Level 2,#โรคซึมเศร้า​ #ซึมเศร้าเพื่อนรัก
906,27/6/2021 12:13,27ff5e2c5a07,ดูแล้วน่าจะตายก่อนพ่อแม่อยู่,Level 2,#โรคซึมเศร้า
907,21/6/2021 12:50,bbde05c518b8,เหนื่อยจังเลยใกล้จะได้พักแล้วใกล้จะจากกันแล้วนะทวิตเตอร์,Level 3,#อยากตาย
908,20/6/2021 18:30,bbde05c518b8,อยากหายไปไม่อยากรับรู้เรื่องราวอะไรอีกต่อไปแล้ว,Level 1,#โรคซึมเศร้า #โรคเครียด #ซึมเศร้า #อยากตาย​ #แผนกจิตเวช
910,26/6/2021 22:38,bbde05c518b8,บางทีกูก็ไม่อยากรักษาสุขภาพเพราะกูอยากตายไวๆว่ะ,Level 1,"#อยากตาย
#ประยุทธ์ออกไป"
911,26/6/2021 21:56,bbde05c518b8,ใครมีวิธีตายแบบไม่เดือดร้อนคนอื่นไหม,Level 3,#อยากตาย
912,25/6/2021 14:27,bbde05c518b8,ครอบครัวเป็นอะไรที่แย่มาก,Other,#อยากตาย
913,23/6/2021 12:20,bbde05c518b8,ถ้าตายได้ก็ตายไปนานแล้ว,Level 1,#อยากตาย
914,23/6/2021 12:18,bbde05c518b8,ว่างเปล่าอีกแล้วคงต้องทำให้รู้สึกอีกครั้งเนอะ,Level 5,#อยากตาย
915,23/6/2021 12:14,bbde05c518b8,กลับมาร้องไห้หนักกลับมาคิดเรื่องราวต่างๆอีกแล้วเจ็บปวดเหลือเกิน,Other,#อยากตาย
916,14/7/2021 06:51,bbde05c518b8,ความฝันของฉันคงเป็นการที่ไม่มีชีวิตอยู่บนโลกใบนี้,Level 1,#อยากตาย
917,15/7/2021 21:33,bbde05c518b8,หวังว่าสักวันฉันจะได้หลับตาและจากโลกที่โหดร้ายใบนี้ไปอย่างสงบ,Level 1,#ซึมเศร้า #อยากตาย
918,19/2/2021 03:42,5f53bf421183,เลือกวันเกิดไม่ได้แต่อย่างน้อยก็เลือกวันตายได้แหละ,Level 2,#โรคซึมเศร้า
919,18/8/2021 02:01,13cbf53490f1,ตายไปแล้วเป็นวิญญาณจะเจอโรคบ้านี้อีกไหม,Other,#โรคซึมเศร้า
920,23/5/2021 15:32,2b785561a48f,ถ้าเราตายเราคงไม่เจ็บปวดไปกว่านี้แล้วใช่ไหม,Level 1,#Itoldyoustoryofmylife #โรคซึมเศร้า
921,23/5/2021 15:31,2b785561a48f,อยากไปพบจิตแพทย์มากเลยค่ะเราจะรู้สึกดาวน์มากทุกครั้งที่ฟ้ามืดจะรู้สึกแย่ตลอดทำร้ายตัวเองตลอดเลย,Level 5,#Itoldyoustoryofmylife #โรคซึมเศร้า
922,23/5/2021 15:31,2b785561a48f,อยากไปพบจิตแพทย์มากเลยค่ะเราจะรู้สึกดาวน์มากทุกครั้งที่ฟ้ามืดจะรู้สึกแย่ตลอดทำร้ายตัวเองตลอดเลย,Level 5,#Itoldyoustoryofmylife #โรคซึมเศร้า
924,24/2/2021 03:09,d3c15b2071f4,เหมือนโรคจิตเลยที่คิดจะทำร้ายตัวเองตลอดเวลากูเป็นบ้าไปแล้วแน่เลย,Level 5,#โรคซึมเศร้า
925,24/2/2021 09:42,d3c15b2071f4,อยากวิ่งไปให้รถชนตาย,Level 4,#โรคซึมเศร้า
926,23/2/2021 12:57,d3c15b2071f4,อยากเอามีดแทงตัวเองให้ตายๆไป,Level 4,#โรคซึมเศร้า
927,24/2/2021 09:46,d3c15b2071f4,กูทำอะไรไม่เคยสำเร็จจริงๆนะขนาดจะฆ่าตัวตายยังไม่สำเร็จเลยทำกี่รอบก็ไม่ตายนอนโง่ๆอยู่โรงบาลทุกทีแล้วกูจะใช้ชีวิตต่อไปยังไง,Level 5,#โรคซึมเศร้า
928,4/4/2021 11:05,d3c15b2071f4,ถ้าเราไปแล้วจะมีใครขอให้อยู่มั้ยไม่อยากอยู่แล้วนะ,Level 1,#โรคซึมเศร้า
929,3/4/2021 11:57,d3c15b2071f4,อยากนอนหลับแบบไม่ตื่นมาอีกเลย,Level 1,#โรคซึมเศร้า
930,3/4/2021 11:10,d3c15b2071f4,ไม่อยากอยู่แล้วอะ,Level 1,#โรคซึมเศร้า
931,17/6/2021 10:11,d7acb9624187,ฝืนยิ้มจนเป็นเรื่องปกติไปแล้ว,Other,#อยากตาย
932,5/4/2021 17:02,db0e7172fd8e,ฉันอยากจะหายไปในที่ๆไม่มีใครสามารถหาฉันเจออยากหายไปแล้วไม่ต้องรู้สึกเจ็บปวดอีก,Level 1,#โรคซึมเศร้า
934,8/6/2021 07:09,ff732c147084,ทำไมเราต้องเป็นฝ่ายพยายามมาตลอดกันนะทำไมไม่มีใครพยายามทำเพื่อเราบ้างเลยมันเหนื่อยมากเลยนะ,Other,#อยากตาย
935,7/6/2021 18:10,ff732c147084,พยายามที่จะไม่คิดแต่มันมีเรื่องมาให้ต้องคิดตลอดเวลาถ้าไม่มีกูทุกอย่างคงดีกว่านี้กูคงอยู่อีกไม่นานหรอก,Level 2,#อยากตาย
936,10/6/2021 10:22,ff732c147084,ใครสนใจละถ้ากูตายไปแล้วมึงจะมาเสียใจให้กูทำไมทั้งๆที่มึงไม่ได้ทำดีกับกูทั้งแต่แรกแล้ว,Other,#อยากตาย
937,9/6/2021 20:18,ff732c147084,หลังจากฆ่าตัวตายไม่สำเร็จวันนี้ต้องย้ายไปอยู่แผนกจิตเวช,Level 5,#อยากตาย
938,9/6/2021 14:02,ff732c147084,ถามตัวเองทุกวันซ้ำๆว่าเรามีชีวิตอยู่ไปเพื่ออะไร,Level 1,#อยากตาย
939,8/6/2021 19:40,ff732c147084,ถ้าตายแล้วคงจะไม่ต้องคิดอะไรอีกแล้วใช่มั้ย,Level 1,#อยากตาย
940,8/6/2021 07:09,ff732c147084,ฝากบอกเพื่อนของผมว่าลาก่อนขอโทษที่ต้องจากไปอย่างรวดเร็ว,Level 5,#อยากตาย
941,7/6/2021 18:10,ff732c147084,วันสุดท้ายของการมีชีวิต,Level 5,#อยากตาย
942,13/6/2021 10:10,ff732c147084,เฮ้อชีวิตนี่ไม่รู้จะให้มันเดินทางต่อไปยังไงถ้ายังมีแต่คนหักหลังชอบด่าซ้ำเติมอยู่เรื่อย,Other,#อยากตาย
943,10/6/2021 10:22,ff732c147084,เหนื่อยไม่อยากใช้ชีวิตต่อไปอีกแล้ว,Level 1,#อยากตาย
946,18/6/2021 18:16,ff732c147084,คิดวนอยู่ในหัวว่าทำยังไงถึงจะตาย,Level 3,#อยากตาย
947,18/6/2021 05:18,ff732c147084,ทำไมการโดนบูลลี่มันแย่จังว่าโดนมองว่าเป็นตัวตลกนิ้ยคนแหละที่เห็นเราเป็นเพื่อนใครมันจะอยากเป็นเพื่อนกับเราเรามันไร้ค่า,Other,#อยากตาย
948,3/7/2021 11:57,ff732c147084,ควรเอาไงกับชีวิตเฮงซวยนี่ดี,Other,#อยากตาย
949,1/8/2021 12:58,c368f10dc2b9,รู้ตัวอีกทีก็มีใบมีดโกนอยู่ในห้องซะแล้วสิ,Level 5,#โรคซึมเศร้า #ประยุทธออกไป #รัฐบาลฆาตกร
950,2/8/2021 10:27,1bd09f8a86b4,แผลแรก,Level 5,#ซึมเศร้า
951,19/7/2021 10:12,33e38fa8a9fc,จะอยู่กับพวกคุณหรือจะอยู่คนเดียวมันก็ทรมานเหมือนกันนั้นแหละไม่อยู่บนโลกนี้น่าจะดีที่สุดแล้วล่ะ,Level 1,#โรคซึมเศร้า
952,24/5/2021 17:41,3b6546c94c9a,เดี๋ยวก็ต้องกลับไปยิ้มอีกแล้วไม่อยากกลับไปเลยอยากหายไปไม่อยากรับรู้อะไรอีกแล้วไม่เห็นจะมีคนเข้าใจเลยโกหกกันนี้หนา,Level 1,#โรคซึมเศร้า
954,30/6/2021 07:42,3b6546c94c9a,ตื่นมาก็อยากตายเลย,Level 1,#โรคซึมเศร้า
955,30/6/2021 04:43,3b6546c94c9a,เครียดจนอยากตาย,Level 1,#โรคซึมเศร้า
956,19/7/2021 17:48,3b6546c94c9a,นับวันยิ่งไม่อยากอยู่บนโลกนี้แล้วไม่มีวูบไหนที่อยากอยู่บนโลกนี้เลยทำไมทำไมต้องมาเครียดมาท้อกับอะไรแบบนี้ด้วย,Level 1,#โรคซึมเศร้า
